 8291  105 36.3 17.9 24.5 11.3 23.4
 8292  107 45.6 30.5 33.7 36.0 23.4
 8293  106 45.6 30.5 33.7 30.9 23.4
 8294  106 45.6 30.5 33.7 31.9 23.4
 8295  106 45.6 30.5 33.7 27.5 23.4
 8296  106 45.6 30.5 33.7 27.5 23.4
 8297  106 45.6 30.5 33.7 25.7 23.4
 8299  106 45.6 30.5 33.7 16.7 23.4
 8300  109 38.3 20.4 24.8 13.6 13.6
 8310  108 38.3 20.4 24.8 13.6 13.6
 8311  107 39.1 21.7 27.6 18.2 13.6
 8312  108 38.1 20.4 24.8  6.3 13.6
 8313  108 38.1 20.4 24.8 17.2 13.6
 8314  108 38.1 20.4 24.8  8.2 13.6
 8315  108 38.1 20.4 24.8 12.3 13.6
 8319  108 38.1 20.4 24.8 12.3 13.6
 9000  109 33.4  4.2  5.1  8.8  8.8
 9100  110 33.5 14.1 18.3  3.7  3.7
 9110  110 33.5 14.1 18.3  3.7  3.7
 9111  110 33.5 14.1 18.3  3.7  3.7
 9200  112 26.9  5.4 12.4  7.5  7.5
 9210  112 27.1  5.4 12.4  6.9  7.5
 9211  111 27.1  5.4 12.4  9.0  7.5
 9212  111 27.1  5.4 12.4  4.4  7.5
 9213  111 27.1  5.4 12.4  6.9  7.5
 9214  111 27.1  5.4 12.4  8.6  7.5
 9215  111 27.1  5.4 12.4  6.9  7.5
 9219  111 27.1  5.4 12.4  8.9  7.5
 9220  112 26.4  4.5  9.6  9.0  7.5
 9221  112 26.4  4.5  9.6  9.0  7.5
 9222  112 26.4  4.5  9.6  8.7  7.5
 9900  118 34.6 17.5 22.7 12.5 12.5
 9910  113 33.0 16.6 17.1  7.8 12.5
 9911  118 36.0 17.5 22.7 16.7 12.5
 9912  114 28.3  7.1  7.6  1.9 12.5
 9913  114 28.3  7.1  7.6  1.6 12.5
 9914  114 28.3  7.1  7.6  1.0 12.5
 9915  114 28.3  7.1  7.6   .8 12.5
 9916  113 35.3 16.6 17.1  7.7 12.5
 9917  113 35.3 16.6 17.1 11.6 12.5
 9918  113 35.3 16.6 17.1  7.8 12.5
 9919  113 35.3 16.6 17.1  7.9 12.5
 9920  115 33.7 14.1   .0 16.9 12.5
 9921  115 33.5 14.1   .0 19.6 12.5
 9922  113 35.3 16.6 17.1  6.3 12.5
 9929  115 33.5 14.1   .0 36.7 12.5
 9930  118 35.3 17.5 22.7 13.1 12.5
 9931  116 34.0 14.8 19.5 13.2 12.5
 9932  118 36.0 17.5 22.7 14.6 12.5
 9933  117 36.0 17.5 22.7  7.8 12.5
 9990  117 36.0 17.5 22.7 10.4 12.5
 9991  117 36.0 17.5 22.7 10.1 12.5
 9992  117 36.0 17.5 22.7 15.3 12.5
 9993  117 36.0 17.5 22.7  9.8 12.5
 9999  117 36.0 17.5 22.7  9.0 12.5
