OCCBST	OCC	EMPST	HKTCS	WKTCS	HKSCS	WKSCS	HKRCS	WKRCS
811	81	1	32.8	34.5	31.7	35.4	33	35.8
812	81	2	32.8	34.5	49.4	35.4	60.6	35.8
813	81	3	32.8	34.5	31.7	35.4	33	35.8
814	81	4	32.8	34.5	31.7	35.4	33	35.8
815	81	5	32.8	34.5	32.1	35.4	32.5	35.8
816	81	6	32.8	34.5	31.7	35.4	33	35.8
819	81	9	32.6	34.5	31.7	35.4	33	35.8
821	82	1	32.8	34.5	31.7	35.4	33	35.8
822	82	2	32.8	34.5	49.4	35.4	60.6	35.8
823	82	3	32.8	34.5	31.7	35.4	33	35.8
824	82	4	32.8	34.5	31.7	35.4	33	35.8
825	82	5	32.8	34.5	32.1	30.8	32.5	55.8
826	82	6	32.8	34.5	31.7	35.4	33	36.3
829	82	9	32.8	35.1	31.7	35.4	33	35.8
831	83	1	32.8	34.5	31.7	35.4	33	35.8
832	83	2	32.8	34.5	31.7	35.4	33	35.8
833	83	3	32.8	34.5	31.7	35.4	33	35.8
834	83	4	32.8	34.5	31.7	35.4	33	35.8
835	83	5	32.8	34.5	31.7	35.4	32.5	35.8
836	83	6	32.8	34.5	31.7	35.4	33	35.8
839	83	9	32.8	34.5	31.7	35.4	33	35.8
841	84	1	32.8	34.5	31.7	35.4	33	35.8
842	84	2	32.8	34.5	31.7	35.4	33	35.8
843	84	3	32.8	34.5	31.7	35.4	33	35.8
844	84	4	32.8	34.5	31.7	35.4	33	35.8
845	84	5	32.8	34.5	31.7	35.4	32.5	35.8
846	84	6	32.8	34.5	31.7	35.4	33	35.8
849	84	9	32.8	34.5	31.7	35.4	33	35.8
851	85	1	32.8	34.5	31.7	35.4	33	35.8
852	85	2	32.8	34.5	31.7	35.4	33	35.8
853	85	3	32.8	34.5	31.7	35.4	33	35.8
854	85	4	32.8	34.5	31.7	35.4	33	35.8
855	85	5	32.8	34.5	31.7	35.4	32.5	35.8
856	85	6	32.8	34.5	31.7	35.4	33	35.8
859	85	9	32.8	34.5	31.7	35.4	33	35.8
861	86	1	32.8	34.5	31.7	35.4	33	35.8
862	86	2	32.8	34.5	31.7	35.4	33	35.8
863	86	3	32.8	34.5	31.7	35.4	33	35.8
864	86	4	32.8	34.5	31.7	35.4	33	35.8
865	86	5	32.8	34.5	31.7	35.4	32.5	35.8
866	86	6	32.8	34.5	31.7	35.4	33	35.8
869	86	9	32.8	34.5	31.7	35.4	33	35.8
871	87	1	32.8	34.5	31.7	35.4	33	35.8
872	87	2	32.8	34.5	31.7	35.4	33	35.8
873	87	3	32.8	34.5	31.7	35.4	33	35.8
874	87	4	32.8	34.5	31.7	35.4	33	35.8
875	87	5	32.8	34.5	31.7	35.4	32.5	35.8
876	87	6	32.8	34.5	31.7	35.4	33	35.8
879	87	9	32.8	34.5	31.7	35.4	33	35.8
881	88	1	32.8	34.5	31.7	35.4	33	35.8
882	88	2	32.8	34.5	31.7	35.4	33	35.8
883	88	3	32.8	34.5	31.7	35.4	33	35.8
884	88	4	32.8	34.5	31.7	35.4	33	35.8
885	88	5	32.8	34.5	31.7	35.4	32.5	35.8
886	88	6	32.8	34.5	31.7	35.4	33	35.8
889	88	9	32.8	34.5	31.7	35.4	33	35.8
891	89	1	32.8	34.5	31.7	35.4	33	35.8
892	89	2	32.8	34.5	31.7	35.4	33	35.8
893	89	3	32.8	34.5	31.7	35.4	33	35.8
894	89	4	32.8	34.5	31.7	35.4	33	35.8
895	89	5	32.8	34.5	31.7	35.4	32.5	35.8
896	89	6	32.8	34.5	31.7	35.4	33	35.8
899	89	9	32.8	34.5	31.7	35.4	33	35.8
901	90	1	32.1	34.5	31.4	35.4	33	35.8
902	90	2	32.1	34.5	31.4	35.4	33	35.8
903	90	3	32.1	34.5	31.4	35.4	33	35.8
904	90	4	32.1	34.5	31.4	35.4	33	35.8
905	90	5	32.1	34.5	31.4	35.4	32.5	35.8
906	90	6	32.1	34.5	31.4	35.4	33	35.8
909	90	9	32.1	34.5	31.4	35.4	33	35.8
911	91	1	32.1	34.5	31.4	35.4	33	35.8
912	91	2	32.1	34.5	31.4	35.4	33	35.8
913	91	3	32.1	34.5	31.4	35.4	33	35.8
914	91	4	32.1	34.5	31.4	35.4	33	35.8
915	91	5	32.1	34.5	31.4	30.8	32.5	55.8
916	91	6	32.1	34.5	31.4	35.4	33	36.3
919	91	9	32.1	35.1	31.4	35.4	33	35.8
921	92	1	32.1	34.5	31.4	35.4	33	35.8
922	92	2	32.1	34.5	31.4	35.4	33	35.8
923	92	3	32.1	34.5	31.4	35.4	33	35.8
924	92	4	32.1	34.5	31.4	35.4	33	35.8
925	92	5	32.1	34.5	31.4	35.4	32.5	35.8
926	92	6	32.1	34.5	31.4	35.4	33	35.8
929	92	9	32.1	34.5	31.4	35.4	33	35.8
931	93	1	32.1	34.5	31.4	35.4	33	35.8
932	93	2	32.1	34.5	31.4	35.4	33	35.8
933	93	3	32.1	34.5	31.4	35.4	33	35.8
934	93	4	32.1	34.5	31.4	35.4	33	35.8
935	93	5	32.1	34.5	31.4	35.4	32.5	35.8
936	93	6	32.1	34.5	31.4	35.4	33	35.8
939	93	9	32.1	34.5	31.4	35.4	33	35.8
941	94	1	32.1	34.5	31.4	35.4	33	35.8
942	94	2	32.1	34.5	31.4	35.4	33	35.8
943	94	3	32.1	34.5	31.4	35.4	33	35.8
944	94	4	32.1	34.5	31.4	35.4	33	35.8
945	94	5	32.1	34.5	31.4	35.4	32.5	35.8
946	94	6	32.1	34.5	31.4	35.4	33	35.8
949	94	9	32.1	34.5	31.4	35.4	33	35.8
951	95	1	32.1	34.5	31.4	35.4	33	35.8
952	95	2	32.1	34.5	31.4	35.4	33	35.8
953	95	3	32.1	34.5	31.4	35.4	33	35.8
954	95	4	32.1	34.5	31.4	35.4	33	35.8
955	95	5	32.1	34.5	31.4	35.4	32.5	35.8
956	95	6	32.1	34.5	31.4	35.4	33	35.8
959	95	9	32.1	34.5	31.4	35.4	33	35.8
961	96	1	32.1	34.5	31.4	35.4	33	35.8
962	96	2	32.1	34.5	31.4	35.4	33	35.8
963	96	3	32.1	34.5	31.4	35.4	33	35.8
964	96	4	32.1	34.5	31.4	35.4	33	35.8
965	96	5	32.1	34.5	31.4	35.4	32.5	35.8
966	96	6	32.1	34.5	31.4	35.4	33	35.8
969	96	9	32.1	34.5	31.4	35.4	33	35.8
971	97	1	32.1	34.5	31.4	35.4	33	35.8
972	97	2	32.1	34.5	31.4	35.4	33	35.8
973	97	3	32.1	34.5	31.4	35.4	33	35.8
974	97	4	32.1	34.5	31.4	35.4	33	35.8
975	97	5	32.1	34.5	31.4	35.4	32.5	35.8
976	97	6	32.1	34.5	31.4	35.4	33	35.8
979	97	9	32.1	34.5	31.4	35.4	33	35.8
981	98	1	32.1	34.5	31.4	35.4	33	35.8
982	98	2	32.1	34.5	31.4	35.4	33	35.8
983	98	3	32.1	34.5	31.4	35.4	33	35.8
984	98	4	32.1	34.5	31.4	35.4	33	35.8
985	98	5	32.1	34.5	31.4	35.4	32.5	35.8
986	98	6	32.1	34.5	31.4	35.4	33	35.8
989	98	9	32.1	34.5	31.4	35.4	33	35.8
991	99	1	32.1	34.5	31.4	35.4	33	35.8
992	99	2	32.1	34.5	31.4	35.4	33	35.8
993	99	3	32.1	34.5	31.4	35.4	33	35.8
994	99	4	32.1	34.5	31.4	35.4	33	35.8
995	99	5	32.1	34.5	31.4	35.4	32.5	35.8
996	99	6	32.1	34.5	31.4	35.4	33	35.8
999	99	9	32.1	34.5	31.4	35.4	33	35.8
1001	100	1	34.7	35.1	50.5	55.6	51.4	55.3
1002	100	2	34.7	35.1	63.8	60.6	74.7	66.3
1003	100	3	34.7	35.1	39.6	30.8	40.4	36.3
1004	100	4	34.7	35.1	39.6	30.8	45.6	36.3
1005	100	5	34.7	35.1	30	30.8	47	50.5
1006	100	6	34.7	35.1	39.6	30.8	31.5	36.3
1009	100	9	34.7	35.1	39.6	30.8	40.4	36.3
1011	101	1	34.7	35.1	30	55.6	31.5	55.3
1012	101	2	34.7	35.1	63.8	60.6	74.7	66.3
1013	101	3	34.7	35.1	39.6	30.8	40.4	36.3
1014	101	4	34.7	35.1	39.6	30.8	31.5	36.3
1015	101	5	34.7	35.1	30	30.8	31.5	55.8
1016	101	6	34.7	35.1	39.6	30.8	31.5	36.3
1019	101	9	34.7	35.1	39.6	30.8	40.4	36.3
1021	102	1	34.7	35.1	50.5	55.6	51.4	55.3
1022	102	2	34.7	35.1	63.8	60.6	74.7	66.3
1023	102	3	34.7	35.1	39.6	30.8	40.4	36.3
1024	102	4	34.7	35.1	39.6	30.8	45.6	36.3
1025	102	5	34.7	35.1	30	30.8	47	50.5
1026	102	6	34.7	35.1	39.6	30.8	31.5	36.3
1029	102	9	34.7	35.1	39.6	30.8	40.4	36.3
1031	103	1	34.7	35.1	50.5	55.6	51.4	55.3
1032	103	2	34.7	35.1	63.8	60.6	74.7	66.3
1033	103	3	34.7	35.1	39.6	30.8	40.4	36.3
1034	103	4	34.7	35.1	39.6	30.8	45.6	36.3
1035	103	5	34.7	35.1	30	30.8	47	50.5
1036	103	6	34.7	35.1	39.6	30.8	31.5	36.3
1039	103	9	34.7	35.1	39.6	30.8	40.4	36.3
1041	104	1	34.7	35.1	50.5	55.6	51.4	55.3
1042	104	2	34.7	35.1	63.8	60.6	74.7	66.3
1043	104	3	34.7	35.1	39.6	30.8	40.4	36.3
1044	104	4	34.7	35.1	39.6	30.8	45.6	36.3
1045	104	5	34.7	35.1	30	30.8	47	50.5
1046	104	6	34.7	35.1	39.6	30.8	31.5	36.3
1049	104	9	34.7	35.1	39.6	30.8	40.4	36.3
1051	105	1	34.7	35.1	50.5	55.6	51.4	55.3
1052	105	2	34.7	35.1	63.8	60.6	74.7	66.3
1053	105	3	34.7	35.1	39.6	30.8	40.4	36.3
1054	105	4	34.7	35.1	39.6	30.8	45.6	36.3
1055	105	5	34.7	35.1	30	30.8	47	50.5
1056	105	6	34.7	35.1	39.6	30.8	31.5	36.3
1059	105	9	34.7	35.1	39.6	30.8	40.4	36.3
1061	106	1	34.7	35.1	50.5	55.6	51.4	55.3
1062	106	2	34.7	35.1	63.8	60.6	74.7	66.3
1063	106	3	34.7	35.1	39.6	30.8	40.4	36.3
1064	106	4	34.7	35.1	39.6	30.8	45.6	36.3
1065	106	5	34.7	35.1	30	30.8	47	50.5
1066	106	6	34.7	35.1	39.6	30.8	31.5	36.3
1069	106	9	34.7	35.1	39.6	30.8	40.4	36.3
1071	107	1	34.7	35.1	50.5	55.6	51.4	55.3
1072	107	2	34.7	35.1	63.8	60.6	74.7	66.3
1073	107	3	34.7	35.1	39.6	30.8	40.4	36.3
1074	107	4	34.7	35.1	39.6	30.8	45.6	36.3
1075	107	5	34.7	35.1	30	30.8	47	50.5
1076	107	6	34.7	35.1	39.6	30.8	31.5	36.3
1079	107	9	34.7	35.1	39.6	30.8	40.4	36.3
1081	108	1	34.7	35.1	50.5	55.6	51.4	55.3
1082	108	2	34.7	35.1	63.8	60.6	74.7	66.3
1083	108	3	34.7	35.1	39.6	30.8	40.4	36.3
1084	108	4	34.7	35.1	39.6	30.8	45.6	36.3
1085	108	5	34.7	35.1	30	30.8	47	50.5
1086	108	6	34.7	35.1	39.6	30.8	31.5	36.3
1089	108	9	34.7	35.1	39.6	30.8	40.4	36.3
1091	109	1	34.7	35.1	50.5	55.6	51.4	55.3
1092	109	2	34.7	35.1	63.8	60.6	74.7	66.3
1093	109	3	34.7	35.1	39.6	30.8	40.4	36.3
1094	109	4	34.7	35.1	39.6	30.8	45.6	36.3
1095	109	5	34.7	35.1	30	30.8	47	50.5
1096	109	6	34.7	35.1	39.6	30.8	31.5	36.3
1099	109	9	34.7	35.1	39.6	30.8	40.4	36.3
1101	110	1	29.1	35.1	50.5	55.6	51.4	55.3
1102	110	2	29.1	35.1	63.8	60.6	74.7	66.3
1103	110	3	29.1	35.1	27.8	30.8	40.4	36.3
1104	110	4	29.1	35.1	27.8	30.8	45.6	36.3
1105	110	5	29.1	35.1	27.8	30.8	47	50.5
1106	110	6	29.1	35.1	27.8	30.8	31.5	36.3
1109	110	9	29.1	35.1	27.8	30.8	40.4	36.3
1111	111	1	29.1	35.1	50.5	55.6	51.4	55.3
1112	111	2	29.1	35.1	63.8	60.6	74.7	66.3
1113	111	3	29.1	35.1	27.8	30.8	40.4	36.3
1114	111	4	29.1	35.1	27.8	30.8	45.6	36.3
1115	111	5	29.1	35.1	27.8	30.8	47	50.5
1116	111	6	29.1	35.1	27.8	30.8	31.5	36.3
1119	111	9	29.1	35.1	27.8	30.8	40.4	36.3
1121	112	1	29.1	35.1	30	55.6	31.5	55.3
1122	112	2	29.1	35.1	63.8	60.6	74.7	66.3
1123	112	3	29.1	35.1	27.8	30.8	40.4	36.3
1124	112	4	29.1	35.1	27.8	30.8	45.6	36.3
1125	112	5	29.1	35.1	27.8	30.8	31.5	50.5
1126	112	6	29.1	35.1	27.8	30.8	31.5	36.3
1129	112	9	29.1	35.1	27.8	30.8	40.4	36.3
1131	113	1	29.1	35.1	50.5	55.6	51.4	55.3
1132	113	2	29.1	35.1	63.8	60.6	74.7	66.3
1133	113	3	29.1	35.1	27.8	30.8	40.4	36.3
1134	113	4	29.1	35.1	27.8	30.8	45.6	36.3
1135	113	5	29.1	35.1	27.8	30.8	47	50.5
1136	113	6	29.1	35.1	27.8	30.8	31.5	36.3
1139	113	9	29.1	35.1	27.8	30.8	40.4	36.3
1141	114	1	29.1	35.1	50.5	55.6	51.4	55.3
1142	114	2	29.1	35.1	63.8	60.6	74.7	66.3
1143	114	3	29.1	35.1	27.8	30.8	40.4	36.3
1144	114	4	29.1	35.1	27.8	30.8	45.6	36.3
1145	114	5	29.1	35.1	27.8	30.8	47	50.5
1146	114	6	29.1	35.1	27.8	30.8	31.5	36.3
1149	114	9	29.1	35.1	27.8	30.8	40.4	36.3
1151	115	1	29.1	35.1	50.5	55.6	51.4	55.3
1152	115	2	29.1	35.1	63.8	60.6	74.7	66.3
1153	115	3	29.1	35.1	27.8	30.8	40.4	36.3
1154	115	4	29.1	35.1	27.8	30.8	45.6	36.3
1155	115	5	29.1	35.1	27.8	30.8	47	50.5
1156	115	6	29.1	35.1	27.8	30.8	31.5	36.3
1159	115	9	29.1	35.1	27.8	30.8	40.4	36.3
1161	116	1	29.1	35.1	50.5	55.6	51.4	55.3
1162	116	2	29.1	35.1	63.8	60.6	74.7	66.3
1163	116	3	29.1	35.1	27.8	30.8	40.4	36.3
1164	116	4	29.1	35.1	27.8	30.8	45.6	36.3
1165	116	5	29.1	35.1	27.8	30.8	47	50.5
1166	116	6	29.1	35.1	27.8	30.8	31.5	36.3
1169	116	9	29.1	35.1	27.8	30.8	40.4	36.3
1171	117	1	29.1	35.1	50.5	55.6	51.4	55.3
1172	117	2	29.1	35.1	63.8	60.6	74.7	66.3
1173	117	3	29.1	35.1	27.8	30.8	40.4	36.3
1174	117	4	29.1	35.1	27.8	30.8	45.6	36.3
1175	117	5	29.1	35.1	27.8	30.8	47	50.5
1176	117	6	29.1	35.1	27.8	30.8	31.5	36.3
1179	117	9	29.1	35.1	27.8	30.8	40.4	36.3
1181	118	1	29.1	35.1	50.5	55.6	51.4	55.3
1182	118	2	29.1	35.1	63.8	60.6	74.7	66.3
1183	118	3	29.1	35.1	27.8	30.8	40.4	36.3
1184	118	4	29.1	35.1	27.8	30.8	45.6	36.3
1185	118	5	29.1	35.1	27.8	30.8	47	50.5
1186	118	6	29.1	35.1	27.8	30.8	31.5	36.3
1189	118	9	29.1	35.1	27.8	30.8	40.4	36.3
1191	119	1	29.1	35.1	50.5	55.6	51.4	55.3
1192	119	2	29.1	35.1	63.8	60.6	74.7	66.3
1193	119	3	29.1	35.1	27.8	30.8	40.4	36.3
1194	119	4	29.1	35.1	27.8	30.8	45.6	36.3
1195	119	5	29.1	35.1	27.8	30.8	47	50.5
1196	119	6	29.1	35.1	27.8	30.8	31.5	36.3
1199	119	9	29.1	35.1	27.8	30.8	40.4	36.3
1201	120	1	32.1	41.4	50.5	55.6	51.4	55.3
1202	120	2	32.1	41.4	60.2	60.6	72.5	66.3
1203	120	3	32.1	41.4	32.2	43	31.9	41.4
1204	120	4	32.1	41.4	32.2	43	45.6	41.4
1205	120	5	32.1	41.4	32.2	43	38	66
1206	120	6	32.1	41.4	32.2	43	30.3	32.7
1209	120	9	32.1	41.4	32.2	43	31.9	41.4
1211	121	1	32.1	41.4	50.5	43	51.4	66
1212	121	2	32.1	41.4	63.8	60.6	74.7	66.3
1213	121	3	32.1	41.4	32.2	43	31.9	41.4
1214	121	4	32.1	41.4	32.2	43	45.6	41.4
1215	121	5	32.1	41.4	32.2	43	38	66
1216	121	6	32.1	41.4	32.2	43	30.3	32.7
1219	121	9	32.1	41.4	32.2	43	31.9	41.4
1221	122	1	32.1	41.4	50.5	55.6	51.4	55.3
1222	122	2	32.1	41.4	60.2	60.6	72.5	66.3
1223	122	3	32.1	41.4	32.2	43	31.9	41.4
1224	122	4	32.1	41.4	32.2	43	45.6	41.4
1225	122	5	32.1	41.4	32.2	43	38	66
1226	122	6	32.1	41.4	32.2	43	30.3	32.7
1229	122	9	32.1	41.4	32.2	43	31.9	41.4
1231	123	1	32.1	41.4	50.5	55.6	51.4	55.3
1232	123	2	32.1	41.4	60.2	60.6	72.5	66.3
1233	123	3	32.1	41.4	32.2	43	31.9	41.4
1234	123	4	32.1	41.4	32.2	43	45.6	41.4
1235	123	5	32.1	41.4	32.2	43	38	66
1236	123	6	32.1	41.4	32.2	43	30.3	32.7
1239	123	9	32.1	41.4	32.2	43	31.9	41.4
1241	124	1	32.1	41.4	50.5	55.6	51.4	55.3
1242	124	2	32.1	41.4	60.2	60.6	72.5	66.3
1243	124	3	32.1	41.4	32.2	43	31.9	41.4
1244	124	4	32.1	41.4	32.2	43	45.6	41.4
1245	124	5	32.1	41.4	32.2	43	38	66
1246	124	6	32.1	41.4	32.2	43	30.3	32.7
1249	124	9	32.1	41.4	32.2	43	31.9	41.4
1251	125	1	32.1	41.4	50.5	55.6	51.4	55.3
1252	125	2	32.1	41.4	60.2	60.6	72.5	66.3
1253	125	3	32.1	41.4	32.2	43	31.9	41.4
1254	125	4	32.1	41.4	32.2	43	45.6	41.4
1255	125	5	32.1	41.4	32.2	43	38	66
1256	125	6	32.1	41.4	32.2	43	30.3	32.7
1259	125	9	32.1	41.4	32.2	43	31.9	41.4
1261	126	1	32.1	41.4	50.5	55.6	51.4	55.3
1262	126	2	32.1	41.4	60.2	60.6	72.5	66.3
1263	126	3	32.1	41.4	32.2	43	31.9	41.4
1264	126	4	32.1	41.4	32.2	43	45.6	41.4
1265	126	5	32.1	41.4	32.2	43	38	66
1266	126	6	32.1	41.4	32.2	43	30.3	32.7
1269	126	9	32.1	41.4	32.2	43	31.9	41.4
1271	127	1	32.1	41.4	50.5	55.6	51.4	55.3
1272	127	2	32.1	41.4	60.2	60.6	72.5	66.3
1273	127	3	32.1	41.4	32.2	43	31.9	41.4
1274	127	4	32.1	41.4	32.2	43	45.6	41.4
1275	127	5	32.1	41.4	32.2	43	38	66
1276	127	6	32.1	41.4	32.2	43	30.3	32.7
1279	127	9	32.1	41.4	32.2	43	31.9	41.4
1281	128	1	32.1	41.4	50.5	55.6	51.4	55.3
1282	128	2	32.1	41.4	60.2	60.6	72.5	66.3
1283	128	3	32.1	41.4	32.2	43	31.9	41.4
1284	128	4	32.1	41.4	32.2	43	45.6	41.4
1285	128	5	32.1	41.4	32.2	43	38	66
1286	128	6	32.1	41.4	32.2	43	30.3	32.7
1289	128	9	32.1	41.4	32.2	43	31.9	41.4
1291	129	1	32.1	41.4	50.5	55.6	51.4	55.3
1292	129	2	32.1	41.4	60.2	60.6	72.5	66.3
1293	129	3	32.1	41.4	32.2	43	31.9	41.4
1294	129	4	32.1	41.4	32.2	43	45.6	41.4
1295	129	5	32.1	41.4	32.2	43	38	66
1296	129	6	32.1	41.4	32.2	43	30.3	32.7
1299	129	9	32.1	41.4	32.2	43	31.9	41.4
1301	130	1	33.2	31	50.5	55.6	51.4	55.3
1302	130	2	33.2	31	60.2	60.6	72.5	66.3
1303	130	3	33.2	31	29.1	43	32.9	30.3
1304	130	4	33.2	31	29.1	43	45.6	30.3
1305	130	5	33.2	31	29.1	43	38	66
1306	130	6	33.2	31	29.1	43	32.9	30.3
1309	130	9	33.2	31	29.1	43	32.9	30.3
1311	131	1	34.4	31	50.5	55.6	51.4	55.3
1312	131	2	34.4	31	60.2	60.6	72.5	66.3
1313	131	3	34.4	31	29.1	43	32.9	30.3
1314	131	4	34.4	31	29.1	43	38	30.3
1315	131	5	34.4	31	33.4	26.8	38	66
1316	131	6	34.4	31	29.1	43	30.3	30.3
1319	131	9	34.4	31	29.1	43	32.9	30.3
1321	132	1	22	31	32.2	55.6	38	55.3
1322	132	2	22	31	63.8	62.3	74.7	71.7
1323	132	3	22	31	29.1	43	32.9	30.3
1324	132	4	22	31	29.1	43	38	30.3
1325	132	5	22	31	14.7	43	38	66
1326	132	6	22	31	29.1	43	30.3	32.7
1329	132	9	22	41.4	29.1	43	32.9	30.3
1331	133	1	38.8	31	50.5	55.6	51.4	55.3
1332	133	2	38.8	31	63.8	60.6	74.7	66.3
1333	133	3	38.8	31	29.1	43	32.9	30.3
1334	133	4	38.8	31	29.1	43	45.6	30.3
1335	133	5	38.8	31	31.9	26.8	38	66
1336	133	6	38.8	31	29.1	43	32.9	30.3
1339	133	9	38.8	31	29.1	43	32.9	30.3
1341	134	1	33.2	31	50.5	55.6	51.4	55.3
1342	134	2	33.2	31	60.2	60.6	72.5	66.3
1343	134	3	33.2	31	29.1	43	32.9	30.3
1344	134	4	33.2	31	29.1	43	45.6	30.3
1345	134	5	33.2	31	29.1	43	38	66
1346	134	6	33.2	31	29.1	43	32.9	30.3
1349	134	9	33.2	31	29.1	43	32.9	30.3
1351	135	1	36.7	31	32.2	55.6	38	55.3
1352	135	2	36.7	31	63.8	60.6	74.7	66.3
1353	135	3	36.7	31	29.1	43	32.9	30.3
1354	135	4	36.7	31	29.1	43	45.6	30.3
1355	135	5	36.7	31	31.9	43	38	66
1356	135	6	36.7	31	29.1	43	32.9	30.3
1359	135	9	36.7	31	29.1	43	32.9	30.3
1361	136	1	33.2	31	50.5	55.6	51.4	55.3
1362	136	2	33.2	31	60.2	60.6	72.5	66.3
1363	136	3	33.2	31	29.1	43	32.9	30.3
1364	136	4	33.2	31	29.1	43	45.6	30.3
1365	136	5	33.2	31	29.1	43	38	66
1366	136	6	33.2	31	29.1	43	32.9	30.3
1369	136	9	33.2	31	29.1	43	32.9	30.3
1371	137	1	33.2	31	50.5	55.6	51.4	55.3
1372	137	2	33.2	31	60.2	60.6	72.5	66.3
1373	137	3	33.2	31	29.1	43	32.9	30.3
1374	137	4	33.2	31	29.1	43	45.6	30.3
1375	137	5	33.2	31	29.1	43	38	66
1376	137	6	33.2	31	29.1	43	32.9	30.3
1379	137	9	33.2	31	29.1	43	32.9	30.3
1381	138	1	33.2	31	50.5	55.6	51.4	55.3
1382	138	2	33.2	31	60.2	60.6	72.5	66.3
1383	138	3	33.2	31	29.1	43	32.9	30.3
1384	138	4	33.2	31	29.1	43	45.6	30.3
1385	138	5	33.2	31	29.1	43	38	66
1386	138	6	33.2	31	29.1	43	32.9	30.3
1389	138	9	33.2	31	29.1	43	32.9	30.3
1391	139	1	33.2	31	50.5	55.6	51.4	55.3
1392	139	2	33.2	31	60.2	60.6	72.5	66.3
1393	139	3	33.2	31	29.1	43	32.9	30.3
1394	139	4	33.2	31	29.1	43	45.6	30.3
1395	139	5	33.2	31	29.1	43	38	66
1396	139	6	33.2	31	29.1	43	32.9	30.3
1399	139	9	33.2	31	29.1	43	32.9	30.3
1401	140	1	39.1	41	50.5	55.6	51.4	55.3
1402	140	2	39.1	41	60.2	60.6	72.5	66.3
1403	140	3	39.1	41	38.2	41.2	39.6	43
1404	140	4	39.1	41	38.2	41.2	45.6	43
1405	140	5	39.1	41	38.2	41.2	51.5	60.6
1406	140	6	39.1	41	38.2	41.2	37.4	37.3
1409	140	9	39.1	41	38.2	41.2	39.6	43
1411	141	1	39.2	40.7	50.5	55.6	51.4	55.3
1412	141	2	39.2	40.7	63.8	62.3	74.7	71.7
1413	141	3	39.2	40.7	38.2	41.2	39.6	43
1414	141	4	39.2	40.7	38.2	41.2	45.6	43
1415	141	5	39.2	40.7	38.6	40.7	48.8	72.2
1416	141	6	39.2	40.7	38.2	41.2	38.1	35.1
1419	141	9	39.2	40.7	38.2	41.2	39.6	43
1421	142	1	48.1	44.4	50.5	55.6	51.4	55.3
1422	142	2	48.1	44.4	60.2	60.6	72.5	66.3
1423	142	3	48.1	44.4	38.2	44.6	39.6	42.7
1424	142	4	48.1	44.4	38.2	41.2	45.6	43
1425	142	5	48.1	44.4	46.7	44.6	58.3	53.9
1426	142	6	48.1	44.4	38.2	41.2	38.1	42.7
1429	142	9	48.1	44.4	38.2	41.2	39.6	43
1431	143	1	28.7	26.9	50.5	55.6	51.4	55.3
1432	143	2	28.7	26.9	63.8	62.3	74.7	71.7
1433	143	3	28.7	26.9	38.2	28.1	39.6	28.3
1434	143	4	28.7	26.9	38.2	41.2	45.6	43
1435	143	5	28.7	26.9	27.3	28.1	37.2	60.6
1436	143	6	28.7	26.9	38.2	41.2	31.8	28.3
1439	143	9	28.7	26.9	38.2	41.2	39.6	43
1441	144	1	35.7	41	50.5	55.6	51.4	55.3
1442	144	2	35.7	41	63.8	60.6	74.7	66.3
1443	144	3	35.7	41	38.2	41.2	39.6	43
1444	144	4	35.7	41	38.2	41.2	45.6	43
1445	144	5	35.7	41	30.1	41.2	37.2	60.6
1446	144	6	35.7	41	38.2	41.2	31.8	37.3
1449	144	9	35.7	41	38.2	41.2	39.6	43
1451	145	1	39.1	41	50.5	55.6	51.4	55.3
1452	145	2	39.1	41	60.2	60.6	72.5	66.3
1453	145	3	39.1	41	38.2	41.2	39.6	43
1454	145	4	39.1	41	38.2	41.2	45.6	43
1455	145	5	39.1	41	38.2	41.2	51.5	60.6
1456	145	6	39.1	41	38.2	41.2	37.4	37.3
1459	145	9	39.1	41	38.2	41.2	39.6	43
1461	146	1	39.1	41	50.5	55.6	51.4	55.3
1462	146	2	39.1	41	60.2	60.6	72.5	66.3
1463	146	3	39.1	41	38.2	41.2	39.6	43
1464	146	4	39.1	41	38.2	41.2	45.6	43
1465	146	5	39.1	41	38.2	41.2	51.5	60.6
1466	146	6	39.1	41	38.2	41.2	37.4	37.3
1469	146	9	39.1	41	38.2	41.2	39.6	43
1471	147	1	39.1	41	50.5	55.6	51.4	55.3
1472	147	2	39.1	41	60.2	60.6	72.5	66.3
1473	147	3	39.1	41	38.2	41.2	39.6	43
1474	147	4	39.1	41	38.2	41.2	45.6	43
1475	147	5	39.1	41	38.2	41.2	51.5	60.6
1476	147	6	39.1	41	38.2	41.2	37.4	37.3
1479	147	9	39.1	41	38.2	41.2	39.6	43
1481	148	1	39.1	41	50.5	55.6	51.4	55.3
1482	148	2	39.1	41	60.2	60.6	72.5	66.3
1483	148	3	39.1	41	38.2	41.2	39.6	43
1484	148	4	39.1	41	38.2	41.2	45.6	43
1485	148	5	39.1	41	38.2	41.2	51.5	60.6
1486	148	6	39.1	41	38.2	41.2	37.4	37.3
1489	148	9	39.1	41	38.2	41.2	39.6	43
1491	149	1	39.1	41	50.5	55.6	51.4	55.3
1492	149	2	39.1	41	60.2	60.6	72.5	66.3
1493	149	3	39.1	41	38.2	41.2	39.6	43
1494	149	4	39.1	41	38.2	41.2	45.6	43
1495	149	5	39.1	41	38.2	41.2	51.5	60.6
1496	149	6	39.1	41	38.2	41.2	37.4	37.3
